"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format"
" "
"Weather database request:  "
" "
"Time Period: August 10, 2013 to August 10, 2015, retrieved on August 11, 2015"
" (731 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 89% of requested data were available from station WATRFORD.T.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation          655            0            0           76            0        "
"                     WATRFORD.T   Denair.A     MDESTO.C     MDESTO.C     "
"Air Temps, max/min     653            0            0           78            0        "
"                     WATRFORD.T   Denair.A     MDESTO.C     MDESTO.C     "
"Air Temps, observed    653            0            0            0           78        "
"                     WATRFORD.T   none         none         none         "
"Wind Speed & Dir       656            0            0            0           75        "
"                     WATRFORD.T   none         none         none         "
"Weather Condition      652            0            0            0           79        "
"                     WATRFORD.T   none         none         none         "
"Bulb Temps             644            0            0            0           87        "
"                     WATRFORD.T   none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Millimeters"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Celsius"
"   7       Air temperature, minimum      Celsius"
"   8       Air temperature, observed     Celsius"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Meters per second"
"  12       Bulb temperature, wet         Celsius"
"  13       Bulb temperature, dry         Celsius"
"  14       Soil temperature, maximum     Celsius"
"  15       Soil temperature, minimum     Celsius"
"  16       Pan evaporation               Millimeters"
"  17       Solar radiation               Watts per sq. meters"
"  18       Reference evapotranspiration  Millimeters"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
WATRFORD.T,20130810,2230,0.000,,31.1,12.8,20.6,C,0,0,326.7,476.7,,,,,,,
WATRFORD.T,20130811,2100,0.000,,32.2,12.2,25.0,C,0,0,332.2,410.0,,,,,,,
WATRFORD.T,20130812,2210,0.000,,33.9,12.2,22.8,PC,W,2,321.1,390.6,,,,,,,
WATRFORD.T,20130813,2120,0.000,,35.6,12.2,25.0,C,0,0,332.2,410.0,,,,,,,
WATRFORD.T,20130814,2045,0.000,,35.0,11.7,25.6,C,NW,2,332.2,418.3,,,,,,,
WATRFORD.T,20130815,2020,0.000,,36.1,15.0,27.2,C,0,0,365.6,435.0,,,,,,,
WATRFORD.T,20130816,2105,0.000,,37.2,16.7,26.7,C,W,2,354.4,426.7,,,,,,,
WATRFORD.T,20130817,2040,0.000,,35.6,16.7,23.9,PC,0,0,332.2,401.7,,,,,,,
WATRFORD.T,20130818,2010,0.000,,38.3,17.8,28.9,PC,0,0,371.1,448.9,,,,,,,
WATRFORD.T,20130819,2020,0.000,,40.0,17.8,30.0,CY,W,2,371.1,460.0,,,,,,,
WATRFORD.T,20130820,2040,4.569,TH,35.6,17.8,27.2,C,W,3,360.0,432.2,,,,,,,
WATRFORD.T,20130821,2030,0.000,,33.3,14.4,25.6,PC,W,2,343.3,415.6,,,,,,,
WATRFORD.T,20130822,2012,0.000,,32.2,12.8,25.0,C,W,2,332.2,410.0,,,,,,,
WATRFORD.T,20130823,2035,0.000,,28.9,11.7,23.3,C,0,0,335.0,393.3,,,,,,,
WATRFORD.T,20130824,2035,0.000,,32.8,12.8,23.3,PC,W,2,343.3,398.9,,,,,,,
WATRFORD.T,20130825,2105,0.000,,28.9,14.4,23.9,C,NW,4,337.8,398.9,,,,,,,
WATRFORD.T,20130826,2010,0.000,,28.9,14.4,24.4,C,0,0,360.0,404.4,,,,,,,
WATRFORD.T,20130827,2020,0.000,,34.4,13.3,26.7,PC,W,4,343.3,426.7,,,,,,,
WATRFORD.T,20130828,2115,0.000,,33.3,15.6,25.0,C,0,0,348.9,410.0,,,,,,,
WATRFORD.T,20130829,2045,0.000,,33.3,16.7,25.0,C,W,3,337.8,410.0,,,,,,,
