

"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format"
" "
"Weather database request:  "
" "
"Time Period: August 10, 2013 to August 10, 2015, retrieved on August 11, 2015"
" (731 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 95% of requested data were available from station VICTRVIL.A.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation          700            0            0           31            0        "
"                     VICTRVIL.A   BARSTOW_NE.A VICTRVIL.C   VICTRVIL.C   "
"Air Temps, max/min     687            0            0           44            0        "
"                     VICTRVIL.A   BARSTOW_NE.A VICTRVIL.C   VICTRVIL.C   "
"Soil Temps, max/min    697            0            0            0           34        "
"                     VICTRVIL.A   none         none         none         "
"Rel. Humidity          694            0            0            0           37        "
"                     VICTRVIL.A   none         none         none         "
"ETo                    700            0            0            0           31        "
"                     VICTRVIL.A   none         none         none         "
"Solar Radiation        696            0            0            0           35        "
"                     VICTRVIL.A   BARSTOW_NE.A none         BRAWLEY.C    "
"Wind Speed & Dir       692            0            0            0           39        "
"                     VICTRVIL.A   none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Millimeters"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Celsius"
"   7       Air temperature, minimum      Celsius"
"   8       Air temperature, observed     Celsius"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Meters per second"
"  12       Bulb temperature, wet         Celsius"
"  13       Bulb temperature, dry         Celsius"
"  14       Soil temperature, maximum     Celsius"
"  15       Soil temperature, minimum     Celsius"
"  16       Pan evaporation               Millimeters"
"  17       Solar radiation               Watts per sq. meters"
"  18       Reference evapotranspiration  Millimeters"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
VICTRVIL.A,20130810,2359,0.000,,31.1,11.7,,,0,0,,,20.6,18.3,,327,7.107,59.0,10.0
VICTRVIL.A,20130811,2359,0.000,,32.2,12.8,,,0,0,,,21.1,18.9,,320,7.360,56.0,11.0
VICTRVIL.A,20130812,2359,0.000,,34.4,13.3,,,0,0,,,21.7,19.4,,319,7.107,54.0,9.0
VICTRVIL.A,20130813,2359,0.000,,36.1,13.3,,,0,0,,,22.2,19.4,,317,6.853,45.0,9.0
VICTRVIL.A,20130814,2359,0.000,,36.1,14.4,,,0,0,,,22.2,20.0,,321,7.360,38.0,5.0
VICTRVIL.A,20130815,2359,0.000,,35.6,17.2,,,0,0,,,22.2,20.0,,305,7.868,46.0,14.0
VICTRVIL.A,20130816,2359,0.000,,35.6,18.3,,,0,0,,,22.2,20.0,,298,8.122,46.0,18.0
VICTRVIL.A,20130817,2359,0.000,,36.1,18.9,,,0,0,,,22.2,20.6,,299,8.122,52.0,13.0
VICTRVIL.A,20130818,2359,0.000,,36.7,18.3,,,0,0,,,22.8,20.6,,290,7.360,46.0,18.0
VICTRVIL.A,20130819,2359,0.000,,33.9,23.3,,,0,0,,,22.8,21.1,,209,5.076,51.0,25.0
VICTRVIL.A,20130820,2359,0.000,,35.0,18.9,,,0,0,,,22.8,21.1,,290,7.868,63.0,11.0
VICTRVIL.A,20130821,2359,0.000,,35.0,18.9,,,0,0,,,22.8,20.6,,300,8.122,35.0,15.0
VICTRVIL.A,20130822,2359,0.000,,35.6,20.0,,,0,0,,,22.8,20.6,,283,7.868,33.0,15.0
VICTRVIL.A,20130823,2359,0.000,,33.9,19.4,,,0,0,,,22.2,20.6,,302,8.122,31.0,12.0
VICTRVIL.A,20130824,2359,0.000,,33.3,16.1,,,0,0,,,22.2,20.6,,303,7.360,45.0,9.0
VICTRVIL.A,20130825,2359,0.000,,32.2,18.3,,,0,0,,,22.2,20.6,,295,7.107,73.0,19.0
VICTRVIL.A,20130826,2359,0.000,,26.7,18.9,,,0,0,,,22.2,20.6,,144,2.538,84.0,51.0
VICTRVIL.A,20130827,2359,0.000,,32.8,17.2,,,0,0,,,22.8,20.6,,274,5.584,82.0,29.0
VICTRVIL.A,20130828,2359,0.000,,33.9,18.9,,,0,0,,,22.8,21.1,,280,6.853,68.0,26.0
VICTRVIL.A,20130829,2359,0.000,,33.3,19.4,,,0,0,,,22.8,21.1,,235,5.584,56.0,30.0
VICTRVIL.A,20130830,2359,0.000,,32.2,21.7,,,0,0,,,22.8,21.7,,178,4.061,65.0,36.0
VICTRVIL.A,20130831,2359,0.000,,30.6,23.3,,,0,0,,,23.3,21.7,,178,4.315,73.0,43.0
