"University of California Statewide Integrated Pest Management Program"
"How to Manage Pests: California Weather Data"
"Retrieve data in comma delimited data file format"
" "
"Weather database request:  "
" "
"Time Period: August 10, 2013 to August 10, 2015, retrieved on August 11, 2015"
" (731 days)"
" "
"To save this text, you can:"
"Select SAVE AS and TEXT from the top menu of your browser, or"
"copy and paste the data to a new document in a word processor"
"and save it as text."
" "
"Note: Only 96% of requested data were available from station MONROVIA.A.    See Retrieval Table."
" "
"                     Retrieval Table"
"                     Stations used to fill in missing data"
" "
"                     Data Values  Data Values  Data Values  Data Values  Data Values"
"                        from         from         from         from        Missing"
"Variable             Station      Backup 1     Backup 2     Averages"
"Precipitation          720            1            0           10            0        "
"                     MONROVIA.A   POMONA.A     CLARMONT.A   POMONA.A     "
"Air Temps, max/min     678            4            0           49            0        "
"                     MONROVIA.A   POMONA.A     CLARMONT.A   POMONA.A     "
"Soil Temps, max/min    658            0            0            0           73        "
"                     MONROVIA.A   none         CLARMONT.A   none         "
"Rel. Humidity          713            0            0            0           18        "
"                     MONROVIA.A   none         none         none         "
"ETo                    720            0            0            0           11        "
"                     MONROVIA.A   none         none         none         "
"Solar Radiation        700           13            0           18            0        "
"                     MONROVIA.A   POMONA.A     CLARMONT.A   POMONA.A     "
"Wind Speed & Dir       712            0            0            0           19        "
"                     MONROVIA.A   none         none         none         "
" "
"Variable   Description                   Units"
"   1       Database name                 "
"   2       Date: year,month,day          yyyymmdd"
"   3       Observation time              hhmm"
"   4       Precipitation, amount         Millimeters"
"   5       Precipitation, type           (coded)"
"   6       Air temperature, maximum      Celsius"
"   7       Air temperature, minimum      Celsius"
"   8       Air temperature, observed     Celsius"
"   9       Weather conditions            (coded)"
"  10       Wind, direction               N,NE,E,SE,S,SW,W,NW, 0=calm"
"  11       Wind, speed                   Meters per second"
"  12       Bulb temperature, wet         Celsius"
"  13       Bulb temperature, dry         Celsius"
"  14       Soil temperature, maximum     Celsius"
"  15       Soil temperature, minimum     Celsius"
"  16       Pan evaporation               Millimeters"
"  17       Solar radiation               Watts per sq. meters"
"  18       Reference evapotranspiration  Millimeters"
"  19       Relative humidity, minimum    Percent"
"  20       Relative humidity, maximum    Percent"
" "
"Station","Date","Time","Precip","type","Air max","min","obs","Wx","Wind dir","speed","Bulb wet","dry","Soil max","min","Evap","Solar","ETo","RH max","min"
MONROVIA.A,20130810,2359,0.000,,27.2,13.9,,,0,0,,,24.4,20.6,,238,4.315,85.0,46.0
MONROVIA.A,20130811,2359,0.000,,30.0,13.9,,,0,0,,,24.4,21.1,,240,4.569,89.0,39.0
MONROVIA.A,20130812,2359,0.000,,30.6,14.4,,,0,0,,,25.0,21.1,,237,4.569,87.0,41.0
MONROVIA.A,20130813,2359,0.000,,31.7,15.6,,,0,0,,,25.0,21.7,,234,4.569,88.0,41.0
MONROVIA.A,20130814,2359,0.000,,33.3,15.6,,,0,0,,,25.6,21.7,,234,4.569,90.0,39.0
MONROVIA.A,20130815,2359,0.000,,34.4,16.1,,,0,0,,,25.6,21.7,,231,4.822,89.0,35.0
MONROVIA.A,20130816,2359,0.000,,33.3,17.8,,,0,0,,,26.1,22.2,,229,5.076,86.0,33.0
MONROVIA.A,20130817,2359,0.000,,33.9,16.7,,,0,0,,,26.1,22.8,,232,5.076,83.0,30.0
MONROVIA.A,20130818,2359,0.000,,31.7,16.1,,,0,0,,,26.1,22.2,,225,4.569,84.0,43.0
MONROVIA.A,20130819,2359,0.000,,31.1,17.8,,,0,0,,,26.1,22.8,,217,4.315,88.0,45.0
MONROVIA.A,20130820,2359,0.000,,32.2,16.7,,,0,0,,,25.6,22.2,,227,4.569,88.0,38.0
MONROVIA.A,20130821,2359,0.000,,34.4,15.6,,,0,0,,,26.1,22.2,,227,5.076,86.0,26.0
MONROVIA.A,20130822,2359,0.000,,35.6,16.7,,,0,0,,,25.6,22.2,,227,5.330,71.0,18.0
MONROVIA.A,20130823,2359,0.000,,35.6,15.0,,,0,0,,,25.6,22.2,,234,5.330,76.0,21.0
MONROVIA.A,20130824,2359,0.000,,32.8,14.4,,,0,0,,,25.6,21.7,,238,5.076,79.0,32.0
MONROVIA.A,20130825,2359,0.000,,33.3,15.0,,,0,0,,,25.6,21.7,,231,5.076,86.0,27.0
MONROVIA.A,20130826,2359,0.000,,34.4,19.4,,,0,0,,,26.1,21.7,,202,4.822,60.0,30.0
MONROVIA.A,20130827,2359,0.000,,33.9,20.0,,,0,0,,,26.1,22.8,,203,4.822,65.0,32.0
MONROVIA.A,20130828,2359,0.000,,36.1,20.0,,,0,0,,,26.7,22.8,,218,5.076,69.0,31.0
MONROVIA.A,20130829,2359,0.000,,38.3,20.0,,,0,0,,,27.2,23.3,,216,5.330,68.0,22.0
MONROVIA.A,20130830,2359,0.000,,35.6,25.0,,,0,0,,,27.8,23.9,,204,5.076,62.0,43.0
MONROVIA.A,20130831,2359,0.000,,33.9,23.3,,,0,0,,,27.8,25.0,,190,4.315,80.0,47.0
MONROVIA.A,20130901,2359,0.000,,32.8,22.8,,,0,0,,,27.8,25.0,,213,4.315,81.0,49.0
MONROVIA.A,20130902,2359,0.000,,33.9,20.0,,,0,0,,,27.8,24.4,,204,4.315,87.0,44.0
MONROVIA.A,20130903,2359,0.000,,36.7,21.7,,,0,0,,,27.8,24.4,,207,4.822,80.0,30.0
MONROVIA.A,20130904,2359,0.000,,37.8,21.1,,,0,0,,,27.8,24.4,,210,5.076,72.0,28.0
MONROVIA.A,20130905,2359,0.000,,38.3,22.2,,,0,0,,,27.8,24.4,,210,5.076,66.0,23.0
MONROVIA.A,20130906,2359,0.000,,38.9,20.0,,,0,0,,,27.8,23.9,,211,5.330,60.0,20.0
MONROVIA.A,20130907,2359,0.000,,37.8,21.1,,,0,0,,,27.8,23.9,,207,5.330,54.0,22.0
MONROVIA.A,20130908,2359,0.000,,33.3,17.2,,,0,0,,,26.7,23.3,,209,4.569,72.0,32.0
